drone/quat/w,drone/quat/x,drone/quat/y,drone/quat/z,drone/location/latitude,drone/location/longitude,drone/location/altitude_egm96amsl,drone/location/sv_count,drone/ground_distance,drone/speed/north,drone/speed/east,drone/speed/down,drone/battery_percentage,drone/animation_in_progress,drone/flying_state,drone/piloting_mode,camera/timestamp,camera/base_quat/w,camera/base_quat/x,camera/base_quat/y,camera/base_quat/z,camera/quat/w,camera/quat/x,camera/quat/y,camera/quat/z,camera/exposure_time,camera/iso_gain,camera/awb_r_gain,camera/awb_b_gain,camera/hfov,camera/vfov,links/0/wifi/goodput,links/0/wifi/quality,links/0/wifi/rssi,automation/follow_me,automation/lookat_me,automation/angle_locked,automation/animation,lfic/x,lfic/y,lfic/grid_precision,lfic/location/latitude,lfic/location/longitude,lfic/location/altitude_egm96amsl,lfic/location/horizontal_accuracy,lfic/location/vertical_accuracy
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392867000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392867000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392900000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392900000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392933000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392933000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392967000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,392967000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393000000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393000000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393033000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393033000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393067000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393067000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393100000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393100000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393133000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393133000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393167000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393167000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393200000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393200000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393233000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393233000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393267000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393267000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393300000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393300000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393333000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393333000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393367000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393367000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393400000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393400000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393433000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393433000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393467000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393467000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393500000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393500000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0186767578125,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393533000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0186767578125,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393533000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0186767578125,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393567000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0186767578125,0.0020751953125,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393567000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393600000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01861572265625,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393600000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393633000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0185546875,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393633000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01849365234375,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393667000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.01849365234375,0.00213623046875,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393667000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0184326171875,0.002197265625,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393700000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
0.41180419921875,-0.0184326171875,0.002197265625,-0.91107177734375,38.634859800338745,-90.22962641716003,0.8984375,12,3.5,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,393700000,0.4119873046875,0,0,-0.9111328125,0.3734130859375,-0.38507080078125,-0.174072265625,-0.82574462890625,0,0,0,0,1.2042771577835083,0.7377424836158752,0,0,0,false,false,false,ANIM_NONE,0.5,0.5,0,,,,,
